BioSample,Assembly ,variants,Assembly Level,Host Source,Country,Continent,Year,MLST
SAMN34565727,GCA_033023175.1,blaOXA-48,Contig,Human,Singapore,Asia,2019,410
SAMN34565737,GCA_033407135.1,blaOXA-181,Contig,Human,Singapore,Asia,2019,38
SAMN34565738,GCA_033407155.1,blaOXA-181,Contig,Human,Singapore,Asia,2019,5954
SAMN34565741,GCA_033407235.1,blaOXA-181,Contig,Human,Singapore,Asia,2019,44
SAMN34565745,GCA_033407295.1,blaOXA-48,Contig,Human,Singapore,Asia,2020,538
SAMN34565748,GCA_033407375.1,blaOXA-181,Contig,Human,Singapore,Asia,2020,617
SAMN34565750,GCA_033416065.1,blaOXA-181,Contig,Human,Singapore,Asia,2020,410
SAMN34598731,GCA_033698835.1,blaOXA-181,Contig,Human,China,Asia,2021,410
SAMN34894907,GCA_033698535.1,blaOXA-48,Contig,Human,USA,North America,2023,345
SAMN34998150,GCA_033283075.1,blaOXA-181,Contig,Human,USA,North America,2018,410
SAMN34998159,GCA_032977705.1,blaOXA-181,Contig,Human,USA,North America,2018,410
SAMN34998160,GCA_033283485.1,blaOXA-244,Contig,Human,USA,North America,2018,38
SAMN34998172,GCA_032977965.1,blaOXA-181,Contig,Human,USA,North America,2018,410
SAMN34998189,GCA_032869445.1,blaOXA-181,Contig,Human,USA,North America,2018,410
SAMN34998269,GCA_032977885.1,blaOXA-181,Contig,Human,USA,North America,2018,13455
SAMN34998320,GCA_032878275.1,blaOXA-232,Contig,Human,USA,North America,2018,349
SAMN34998374,GCA_032977925.1,blaOXA-181,Contig,Human,USA,North America,2018,410
SAMN34998467,GCA_032978085.1,blaOXA-48,Contig,Human,USA,North America,2018,95
SAMN35004777,GCA_030284095.1,blaOXA-181,Contig,Human,Australia,Oceania,2016,410
SAMN35054380,GCA_033031375.1,blaOXA-181,Contig,Clinical environment,Pakistan,Asia,2016,405
SAMN35060755,GCA_032862215.1,blaOXA-181,Contig,Human,USA,North America,2023,448
SAMN35130695,GCA_033537215.1,blaOXA-181,Contig,Human,USA,North America,2023,940
SAMN35141336,GCA_033577355.1,blaOXA-181,Contig,Human,USA,North America,2023,69
SAMN35141341,GCA_033577995.1,blaOXA-181,Contig,Human,USA,North America,2023,540
SAMN35447827,GCA_030577055.1,blaOXA-244,Contig,Human,Lebanon,Asia,2022,10
SAMN35449847,GCA_030577035.1,blaOXA-244,Contig,Human,Lebanon,Asia,2022,10
SAMN35539564,GCA_030509575.1,blaOXA-48,Scaffold,Human,USA,North America,2021,648
SAMN35539587,GCA_030509485.1,blaOXA-48,Scaffold,Human,USA,North America,2022,538
SAMN35541998,GCA_030409195.1,blaOXA-181,Contig,Human,Canada,North America,2023,2659
SAMN35621336,GCA_031234375.1,blaOXA-48,Contig,Human,Netherlands,Europe,2020,127
SAMN35621337,GCA_031234415.1,blaOXA-48,Contig,Human,Netherlands,Europe,2020,127
SAMN35621338,GCA_031234395.1,blaOXA-48,Contig,Human,Netherlands,Europe,2020,127
SAMN35621339,GCA_031234435.1,blaOXA-48,Contig,Human,Netherlands,Europe,2021,127
SAMN35621340,GCA_031234275.1,blaOXA-48,Contig,Human,Netherlands,Europe,2021,127
SAMN35621341,GCA_031234295.1,blaOXA-48,Contig,Human,Netherlands,Europe,2021,127
SAMN35621342,GCA_031234315.1,blaOXA-48,Contig,Human,Netherlands,Europe,2021,127
SAMN35621343,GCA_031234335.1,blaOXA-48,Contig,Human,Netherlands,Europe,2022,127
SAMN35621344,GCA_031234355.1,blaOXA-48,Contig,Human,Netherlands,Europe,2022,127
SAMN35638212,GCA_032997085.1,blaOXA-244,Contig,Human,USA,North America,2023,361
SAMN35639509,GCA_032865475.1,blaOXA-48,Contig,Human,USA,North America,2023,648
SAMN35677122,GCA_032967825.1,blaOXA-48,Contig,Human,USA,North America,2023,1722
SAMN35690035,GCA_030707475.1,blaOXA-181,Contig,Human,Lebanon,Asia,2021,131
SAMN35690097,GCA_030707525.1,blaOXA-181,Contig,Human,Lebanon,Asia,2021,131
SAMN35711041,GCA_030707625.1,blaOXA-181,Contig,Human,Lebanon,Asia,2021,131
SAMN35711058,GCA_030707565.1,blaOXA-181,Contig,Human,Lebanon,Asia,2021,131
SAMN35714296,GCA_030707655.1,blaOXA-244,Contig,Human,Lebanon,Asia,2021,224
SAMN35716244,GCA_030707665.1,blaOXA-244,Contig,Human,Lebanon,Asia,2021,224
SAMN35731315,GCA_030707775.1,blaOXA-181,Contig,Human,Lebanon,Asia,2021,131
SAMN35841702,GCA_032767975.1,blaOXA-181,Contig,Human,USA,North America,2023,405
SAMN35841706,GCA_032768135.1,blaOXA-48,Contig,Human,USA,North America,2023,11672
SAMN35984967,GCA_030413845.1,blaOXA-181,Complete Genome,Human,Senegal,Africa,2018,410
SAMN36175568,GCA_031439065.1,blaOXA-48,Contig,Human,USA,North America,2023,1598
SAMN36295911,GCA_032237895.1,blaOXA-181,Contig,Human,USA,North America,2023,540
SAMN36306339,GCA_032177755.1,blaOXA-48,Contig,Human,USA,North America,2023,131
SAMN36329884,GCA_032163065.1,blaOXA-181,Contig,Human,USA,North America,2023,46
SAMN36340803,GCA_032642825.1,blaOXA-181,Contig,Human,USA,North America,2021,410
SAMN36340810,GCA_032643005.1,blaOXA-244,Contig,Human,USA,North America,2022,38
SAMN36340813,GCA_032643025.1,blaOXA-181,Contig,Human,USA,North America,2022,457
SAMN36340816,GCA_032643065.1,blaOXA-181,Contig,Human,USA,North America,2022,69
SAMN36340826,GCA_032642385.1,blaOXA-244,Contig,Human,USA,North America,2023,69
SAMN36340830,GCA_031384905.1,blaOXA-48,Contig,Human,USA,North America,2023,131
SAMN36410271,GCA_031526485.1,blaOXA-181,Contig,Human,Singapore,Asia,2013,38
SAMN36410273,GCA_031526605.1,blaOXA-181,Contig,Human,Singapore,Asia,2013,38
SAMN36416502,GCA_032522625.1,blaOXA-48,Contig,Human,USA,North America,2023,131
SAMN36602296,GCA_030763065.1,blaOXA-48,Scaffold,Human,China,Asia,2020,11672
SAMN36673186,GCA_033203435.1,blaOXA-181,Contig,Human,USA,North America,2023,410
SAMN36676523,GCA_031924665.1,blaOXA-181,Contig,Human,USA,North America,2023,1193
SAMN36815704,GCA_031943325.1,blaOXA-48,Contig,Human,USA,North America,2023,10
SAMN36888275,GCA_031840515.1,blaOXA-48,Contig,Human,USA,North America,2023,940
SAMN36891896,GCA_031836375.1,blaOXA-244,Contig,Human,USA,North America,2023,69
SAMN36985128,GCA_030850985.1,blaOXA-48,Contig,Human,USA,North America,2023,11672
SAMN37037700,GCA_031634315.1,blaOXA-181,Contig,Human,USA,North America,2023,648
SAMN37037701,GCA_031634335.1,blaOXA-244,Contig,Human,USA,North America,2023,1722
SAMN37037702,GCA_031634275.1,blaOXA-48,Contig,Human,USA,North America,2023,11672
SAMN37046874,GCA_031627835.1,blaOXA-232,Contig,Human,USA,North America,2023,940
SAMN37094435,GCA_031611305.1,blaOXA-244,Contig,Human,USA,North America,2023,10
SAMN37112972,GCA_030929915.1,blaOXA-48,Contig,Human,USA,North America,2023,95
SAMN37146269,GCA_031533865.1,blaOXA-181,Contig,Human,USA,North America,2023,44
SAMN37182289,GCA_030988135.1,blaOXA-244,Contig,Human,USA,North America,2023,38
SAMN37185914,GCA_030980185.1,blaOXA-181,Contig,Human,USA,North America,2023,410
SAMN37199075,GCA_031024645.2,blaOXA-244,Contig,Human,USA,North America,2023,69
SAMN37200064,GCA_031432795.1,blaOXA-48,Complete Genome,Human,United Kingdom,Europe,2022,1607
SAMN37216385,GCA_031056175.1,blaOXA-48,Contig,Human,USA,North America,2023,354
SAMN37217697,GCA_031055175.1,blaOXA-181,Contig,Human,USA,North America,2023,410
SAMN37217702,GCA_031055195.1,blaOXA-48,Contig,Human,USA,North America,2023,354
SAMN37298520,GCA_031875285.1,blaOXA-48,Chromosome,Animal,France,Europe,2022,648
SAMN37298524,GCA_031875365.1,blaOXA-48,Chromosome,Animal,France,Europe,2022,10
SAMN37299121,GCA_031240855.1,blaOXA-244,Contig,Human,USA,North America,2023,38
SAMN37299142,GCA_031241115.1,blaOXA-181,Contig,Human,USA,North America,2023,131
SAMN37305471,GCA_031208945.1,blaOXA-181,Contig,Human,USA,North America,2023,405
SAMN37310536,GCA_031628735.1,blaOXA-181,Contig,Human,Lebanon,Asia,2023,361
SAMN37310548,GCA_031628895.1,blaOXA-48,Contig,Human,Lebanon,Asia,2023,227
SAMN37310554,GCA_031628935.1,blaOXA-244,Contig,Human,Lebanon,Asia,2023,10
SAMN37312376,GCA_031460595.1,blaOXA-244,Contig,Human,Lebanon,Asia,2022,69
SAMN37312379,GCA_031460605.1,blaOXA-244,Contig,Human,Lebanon,Asia,2022,69
SAMN37319800,GCA_031329275.1,blaOXA-181,Contig,Human,China,Asia,2017,410
SAMN37319805,GCA_031329295.1,blaOXA-181,Contig,Human,China,Asia,2017,410
SAMN37319806,GCA_031329335.1,blaOXA-181,Contig,Human,China,Asia,2017,410
SAMN37319808,GCA_031329395.1,blaOXA-181,Contig,Human,China,Asia,2017,410
SAMN37319820,GCA_031329105.1,blaOXA-181,Contig,Human,China,Asia,2018,648
SAMN37319839,GCA_031329575.1,blaOXA-181,Contig,Human,China,Asia,2019,351
SAMN37357215,GCA_031732335.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357216,GCA_031732175.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357217,GCA_031732055.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357218,GCA_031732455.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357219,GCA_031732465.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357220,GCA_031732435.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357221,GCA_031732395.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357222,GCA_031732415.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357223,GCA_031732315.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357224,GCA_031732245.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357225,GCA_031732075.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357226,GCA_031732355.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357227,GCA_031732375.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357228,GCA_031732295.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357229,GCA_031732275.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357230,GCA_031732235.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357231,GCA_031731835.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357232,GCA_031731955.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357233,GCA_031732215.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357234,GCA_031732195.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357235,GCA_031732155.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357236,GCA_031732115.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357237,GCA_031731995.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357238,GCA_031731875.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357239,GCA_031732015.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357240,GCA_031732135.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357241,GCA_031732095.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357242,GCA_031732035.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357243,GCA_031731975.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357244,GCA_031731935.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357245,GCA_031731915.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357246,GCA_031731715.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357247,GCA_031731735.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357248,GCA_031731895.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357249,GCA_031731855.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357250,GCA_031731695.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357251,GCA_031731675.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357252,GCA_031731775.1,blaOXA-244,Contig,Human,Poland,Europe,2023,38
SAMN37357253,GCA_031731755.1,blaOXA-244,Contig,Human,Poland,Europe,2018,38
SAMN37357254,GCA_031731795.1,blaOXA-244,Contig,Human,Poland,Europe,2017,38
SAMN37357255,GCA_031731815.1,blaOXA-244,Contig,Human,Poland,Europe,2018,38
SAMN37363449,GCA_031436245.1,blaOXA-48,Contig,Human,USA,North America,2023,410
SAMN37413861,GCA_031588255.1,blaOXA-48,Contig,Human,USA,North America,2023,410
SAMN37449348,GCA_032672005.1,blaOXA-48,Contig,Human,China,Asia,2019,354
SAMN37449752,GCA_032671305.1,blaOXA-244,Contig,Human,Lebanon,Asia,2023,69
SAMN37490880,GCA_031902485.1,blaOXA-244,Contig,Human,USA,North America,2023,167
SAMN37528605,GCA_031909865.1,blaOXA-181,Contig,Human,USA,North America,2023,410
SAMN37529175,GCA_032351055.1,blaOXA-181,Complete Genome,Human,Canada,North America,2020,2851
SAMN37536227,GCA_031992235.1,blaOXA-244,Contig,Human,USA,North America,2023,131
SAMN37567202,GCA_032150145.1,blaOXA-244,Contig,Human,USA,North America,2023,131
SAMN37607416,GCA_032384435.1,blaOXA-181,Contig,Human,Unknown,Unknown,2018,410
SAMN37607417,GCA_032258505.1,blaOXA-48,Contig,Human,Unknown,Unknown,2018,38
SAMN37607419,GCA_032258905.1,blaOXA-181,Contig,Human,Unknown,Unknown,2018,46
SAMN37607421,GCA_032259345.1,blaOXA-48,Contig,Human,Unknown,Unknown,2018,405
SAMN37607422,GCA_032257545.1,blaOXA-244,Contig,Human,Unknown,Unknown,2018,648
SAMN37607423,GCA_032257765.1,blaOXA-48,Contig,Human,Unknown,Unknown,2018,410
SAMN37607424,GCA_032257845.1,blaOXA-181,Contig,Human,Unknown,Unknown,2018,101
SAMN37607426,GCA_032257905.1,blaOXA-244,Contig,Human,Unknown,Unknown,2018,1722
SAMN37607428,GCA_032257925.1,blaOXA-181,Contig,Human,Unknown,Unknown,2018,410
SAMN37607431,GCA_032257985.1,blaOXA-48,Contig,Human,Unknown,Unknown,2018,354
SAMN37607432,GCA_032258025.1,blaOXA-48,Contig,Human,Unknown,Unknown,2018,410
SAMN37607436,GCA_032384255.1,blaOXA-48,Contig,Human,Unknown,Unknown,2018,224
SAMN37607437,GCA_032258105.1,blaOXA-244,Contig,Human,Unknown,Unknown,2018,1722
SAMN37607438,GCA_032258125.1,blaOXA-244,Contig,Human,Unknown,Unknown,2018,3541
SAMN37607439,GCA_032384335.1,blaOXA-48,Contig,Human,Unknown,Unknown,2018,410
SAMN37607440,GCA_032384305.1,blaOXA-181,Contig,Human,Unknown,Unknown,2018,410
SAMN37607441,GCA_032258145.1,blaOXA-48,Contig,Human,Unknown,Unknown,2018,354
SAMN37607443,GCA_032258205.1,blaOXA-48,Contig,Human,Unknown,Unknown,2018,405
SAMN37607447,GCA_032258225.1,blaOXA-181,Contig,Human,Unknown,Unknown,2018,167
SAMN37607448,GCA_032258245.1,blaOXA-181,Contig,Human,Unknown,Unknown,2018,410
SAMN37607449,GCA_032258265.1,blaOXA-181,Contig,Human,Unknown,Unknown,2018,617
SAMN37607519,GCA_032257725.1,blaOXA-181,Contig,Human,USA,North America,2017,410
SAMN37607523,GCA_032257805.1,blaOXA-48,Contig,Human,USA,North America,2018,405
SAMN37607771,GCA_032264465.1,blaOXA-48,Contig,Human,USA,North America,2023,2011
SAMN37607863,GCA_032263905.1,blaOXA-181,Contig,Human,USA,North America,2023,410
SAMN37607873,GCA_032263745.1,blaOXA-244,Contig,Human,USA,North America,2023,131
SAMN37704645,GCA_032466095.1,blaOXA-48,Contig,Human,USA,North America,2023,1598
SAMN37704646,GCA_032466365.1,blaOXA-48,Contig,Human,USA,North America,2023,227
SAMN37796910,GCA_032604495.1,blaOXA-244,Contig,Human,USA,North America,2023,131
SAMN37853868,GCA_033345135.1,blaOXA-244,Contig,Human,Israel,Asia,2023,10
SAMN37853869,GCA_033345175.1,blaOXA-244,Contig,Human,Israel,Asia,2023,10
SAMN37853870,GCA_033345095.1,blaOXA-244,Contig,Human,Israel,Asia,2023,10
SAMN37853871,GCA_033345115.1,blaOXA-48,Contig,Human,Israel,Asia,2023,69
SAMN37853872,GCA_033345075.1,blaOXA-244,Contig,Human,Israel,Asia,2023,10
SAMN37853873,GCA_033345015.1,blaOXA-244,Contig,Human,Israel,Asia,2023,10
SAMN37853874,GCA_033345055.1,blaOXA-48,Contig,Human,Israel,Asia,2023,1598
SAMN37853876,GCA_033345035.1,blaOXA-244,Contig,Human,Israel,Asia,2023,10
SAMN37858259,GCA_032809225.1,blaOXA-244,Contig,Human,USA,North America,2023,69
SAMN37946737,GCA_033028485.1,blaOXA-181,Contig,Human,USA,North America,2021,410
SAMN37978814,GCA_033038485.1,blaOXA-244,Contig,Human,USA,North America,2023,69
SAMN38035564,GCA_033136785.1,blaOXA-232,Contig,Human,USA,North America,2023,167
SAMN38143705,GCA_033900785.1,blaOXA-162,Scaffold,Human,Germany,Europe,Unknown,88
SAMN38143708,GCA_033900745.1,blaOXA-181,Scaffold,Human,Germany,Europe,Unknown,Unknown
SAMN38143709,GCA_033900735.1,blaOXA-181,Contig,Human,Germany,Europe,Unknown,354
SAMN38143710,GCA_033900705.1,blaOXA-181,Scaffold,Human,Germany,Europe,Unknown,410
SAMN38143713,GCA_033900625.1,blaOXA-181,Scaffold,Human,Germany,Europe,Unknown,448
SAMN38143714,GCA_033900615.1,blaOXA-232,Scaffold,Human,Germany,Europe,Unknown,131
SAMN38143717,GCA_033900555.1,blaOXA-244,Contig,Human,Germany,Europe,Unknown,38
SAMN38143718,GCA_033900515.1,blaOXA-244,Scaffold,Human,Germany,Europe,Unknown,361
SAMN38143719,GCA_033900505.1,blaOXA-244,Scaffold,Human,Germany,Europe,Unknown,38
SAMN38143720,GCA_033900545.1,blaOXA-244,Scaffold,Human,Germany,Europe,Unknown,38
SAMN38143721,GCA_033900485.1,blaOXA-244,Scaffold,Human,Germany,Europe,Unknown,3541
SAMN38143729,GCA_033900365.1,blaOXA-48,Contig,Human,Germany,Europe,Unknown,1598
SAMN38143730,GCA_033900305.1,blaOXA-48,Scaffold,Human,Germany,Europe,Unknown,38
SAMN38143731,GCA_033900325.1,blaOXA-48,Contig,Human,Germany,Europe,Unknown,58
SAMN38223577,GCA_033577565.1,blaOXA-48,Contig,Human,Netherlands,Europe,2022,10
SAMN38290132,GCA_033786565.1,blaOXA-181,Contig,Human,USA,North America,2023,131
SAMN38336103,GCA_033861575.1,blaOXA-48,Contig,Animal,USA,North America,2023,162
SAMN38373899,GCA_033904345.1,blaOXA-181,Contig,Human,USA,North America,2023,131
SAMN38451840,GCA_033967315.1,blaOXA-244,Contig,Human,USA,North America,2023,69
SAMN38638941,GCA_034079505.1,blaOXA-244,Contig,Human,USA,North America,2023,69
SAMN44530425,GCA_045037475.1,blaOXA-181,Complete Genome,Human,Egypt,Africa,2020,405
SAMN44530455,GCA_045037385.1,blaOXA-244,Complete Genome,Human,Egypt,Africa,2020,405
SAMN44530434,GCA_045037715.1,blaOXA-244,Complete Genome,Human,Egypt,Africa,2020,361
SAMN43907247,GCA_047777265.1,blaOXA-244,Contig,Human,Egypt,Africa,2022,361
SAMN44530428,GCA_045037525.1,blaOXA-48,Complete Genome,Human,Egypt,Africa,2020,167
SAMN31692942,GCA_026275195.1,blaOXA-181,Contig,Environment,Ghana,Africa,2021,940
SAMEA115287290,GCA_042712695.1,blaOXA-181,Contig,Environment,Ghana,Africa,2021,410
SAMEA115287297,GCA_044978745.1,blaOXA-181,Contig,Environment,Ghana,Africa,2021,410
SAMEA115287293,GCA_044978885.1,blaOXA-181,Contig,Environment,Ghana,Africa,2021,410
SAMEA115287287,GCA_044978905.1,blaOXA-181,Contig,Environment,Ghana,Africa,2021,410
SAMEA115287272,GCA_044979025.1,blaOXA-181,Contig,Environment,Ghana,Africa,2021,44
SAMEA115287291,GCA_044980925.1,blaOXA-181,Contig,Environment,Ghana,Africa,2021,410
SAMEA115287288,GCA_044980945.1,blaOXA-181,Contig,Environment,Ghana,Africa,2021,410
SAMN43437037,GCA_041877515.1,blaOXA-181,Contig,Human,Ghana,Africa,2023,10
SAMEA115287289,GCA_044978805.1,blaOXA-181,Contig,Environment,Ghana,Africa,2021,6359
SAMEA115287295,GCA_044980885.1,blaOXA-181,Contig,Environment,Ghana,Africa,2021,6359
SAMEA115287296,GCA_044980905.1,blaOXA-181,Contig,Environment,Ghana,Africa,2021,6359
SAMN40973266,GCA_038224175.1,blaOXA-181,Contig,Environment,Kenya,Africa,2021,361
SAMN42394319,GCA_044002575.1,blaOXA-181,Contig,Environment,Kenya,Africa,2021,361
SAMN40005122,GCA_037633315.1,blaOXA-244,Contig,Human,Kenya,Africa,2022,131
SAMN40756859,GCA_040416845.1,blaOXA-48,Contig,Human,Nigeria,Africa,2016,167
SAMN42883855,GCA_041025065.1,blaOXA-181,Contig,Animal,Nigeria,Africa,2022,410
SAMN42883854,GCA_041025175.1,blaOXA-181,Contig,Animal,Nigeria,Africa,2022,Unknown
SAMN26937889,GCA_040423065.1,blaOXA-181,Contig,Human,South Africa,Africa,2016,410
SAMN26937888,GCA_040423095.1,blaOXA-181,Contig,Human,South Africa,Africa,2016,410
SAMN26937887,GCA_040423135.1,blaOXA-181,Contig,Human,South Africa,Africa,2015,410
SAMN26937886,GCA_040423155.1,blaOXA-181,Contig,Human,South Africa,Africa,2015,410
SAMN44628999,GCA_047271805.1,blaOXA-181,Contig,Human,South Africa,Africa,2023,3572
SAMN44628987,GCA_047271985.1,blaOXA-181,Contig,Human,South Africa,Africa,2023,Unknown
SAMEA115084374,GCA_964006495.1,blaOXA-181,Contig,Human,Tanzania,Africa,2021,410
SAMN18319392,GCA_038718235.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,8346
SAMN18319215,GCA_038726235.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,8346
SAMN18314475,GCA_039776215.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2016,2659
SAMN18319399,GCA_038717915.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,8346
SAMN18319183,GCA_038448185.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,167
SAMN18314493,GCA_038712595.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2017,410
SAMN18319444,GCA_038715455.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,448
SAMN18319428,GCA_038716255.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,448
SAMN18319333,GCA_038721105.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,167
SAMN18319322,GCA_038721615.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,167
SAMN18319287,GCA_038723565.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,167
SAMN18319229,GCA_038726085.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,167
SAMN18319223,GCA_038726115.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,167
SAMN18319212,GCA_038726275.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,448
SAMN18314478,GCA_039776235.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2016,410
SAMN18314501,GCA_039776275.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2017,448
SAMN18314631,GCA_039776775.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2017,8346
SAMN18319432,GCA_038715995.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,101
SAMN18319251,GCA_038448045.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,410
SAMN18319260,GCA_038500645.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,8346
SAMN18319438,GCA_038715915.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,2851
SAMN18319424,GCA_038716575.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,448
SAMN18319377,GCA_038719095.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,8346
SAMN18319366,GCA_038719565.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,617
SAMN18319350,GCA_038720215.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,2851
SAMN18319351,GCA_038720235.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,167
SAMN18319332,GCA_038721055.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,617
SAMN18319319,GCA_038721725.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,8346
SAMN18319310,GCA_038722225.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,648
SAMN18319288,GCA_038723355.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,448
SAMN18319285,GCA_038723445.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,167
SAMN18319250,GCA_038725285.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,205
SAMN18319240,GCA_038725695.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,295
SAMN18319161,GCA_038729775.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2018,617
SAMN38180861,GCA_042760665.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2019,410
SAMN38180860,GCA_042760695.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2019,410
SAMN45030338,GCA_047674355.1,blaOXA-181,Contig,Human,Bangladesh,Asia,2019,205
SAMN18319173,GCA_038448245.1,blaOXA-232,Contig,Human,Bangladesh,Asia,2018,38
SAMN31098783,GCA_045009645.1,blaOXA-48,Contig,Human,Cambodia,Asia,2019,131
SAMEA115676716,GCA_043792285.1,blaOXA-48,Contig,Human,Cambodia,Asia,2020,410
SAMEA115676717,GCA_043977295.1,blaOXA-48,Contig,Human,Cambodia,Asia,2020,410
SAMN44527883,GCA_047764115.1,blaOXA-48,Contig,Human,Cambodia,Asia,2011,38
SAMN44527852,GCA_047772135.1,blaOXA-48,Contig,Human,Cambodia,Asia,2011,38
SAMEA115834835,GCA_964200035.1,blaOXA-48,Complete Genome,Human,Cambodia,Asia,2021,205
SAMN37877732,GCA_039578505.1,blaOXA-181,Contig,Human,China,Asia,Unknown,410
SAMN38397467,GCA_034119705.1,blaOXA-181,Complete Genome,Human,China,Asia,2022,410
SAMN35740101,GCA_036915015.1,blaOXA-181,Contig,Human,China,Asia,2021,410
SAMN43061469,GCA_041531595.1,blaOXA-181,Complete Genome,Animal,China,Asia,2023,48
SAMN39049187,GCA_043345915.1,blaOXA-181,Contig,Clinical environment,China,Asia,2023,101
SAMN43063601,GCA_041344925.1,blaOXA-48,Complete Genome,Human,China,Asia,2019,8346
SAMN08637771,GCA_005671355.1,blaOXA-181,Complete Genome,Human,India,Asia,2016,410
SAMEA115918422,GCA_043512905.1,blaOXA-181,Contig,Human,India,Asia,2016,410
SAMEA115918396,GCA_043513395.1,blaOXA-181,Contig,Human,India,Asia,2015,410
SAMEA115918395,GCA_043513415.1,blaOXA-181,Contig,Human,India,Asia,2015,410
SAMEA115918394,GCA_043513435.1,blaOXA-181,Contig,Human,India,Asia,2015,410
